meadowID,area_ha
144007,3.29306
144008,2.20358
144009,5.0601
144010,4.28391
144011,1.67073
144012,4.05042
144013,2.08932
144014,1.35507
144015,3.91521
144016,4.07962
144017,8.74389
144018,6.76806
144019,5.59246
144020,3.57376
144021,3.5683
144022,4.96156
144023,5.8457
144024,3.36067
144025,4.71605
144026,4.25324
144027,3.25455
144028,4.02908
144029,4.92669
144030,4.18084
144031,5.2936
144032,5.58399
144033,8.06998
144034,1.04223
144035,4.2831
144036,4.32466
144037,6.01968
144038,5.40525
144039,4.29689
144040,3.34427
144042,1.07364
144043,1.2972
144044,1.84054
144046,6.69328
144047,2.68423
144048,3.55836
144049,2.14488
144050,5.80138
144051,3.95179
144052,5.05451
144053,1.52752
144054,9.48612
144055,2.5051
145001,4.54453
145002,2.83175
145003,4.20062
145004,2.18558
145005,2.49594
145006,3.6901
145007,9.35401
145008,9.21195
145009,3.0928
145010,8.46926
145011,3.47316
145012,4.52088
145013,3.05365
145014,4.86306
145015,2.36111
145016,3.77099
145017,4.26861
145018,2.01785
145019,1.0425
145020,1.8022
145021,2.21666
145022,8.94172
145023,10.07678
145024,4.01736
145025,3.59765
145026,5.53635
145027,5.66773
145028,3.70466
145029,2.56926
145030,3.7725
145031,2.66492
145032,4.56098
145033,10.96842
145034,3.69173
145035,6.9819
145036,10.79716
145037,8.24249
145038,4.89854
145039,4.77224
145040,4.19602
145041,7.04952
145042,2.20845
145043,4.00382
145044,5.64001
145045,7.81249
145046,6.46879
145047,4.95823
145048,2.5897
145049,3.74341
145050,4.77123
145051,3.20927
145052,1.17612
145053,4.75297
145054,3.60566
145055,4.23647
145056,7.86156
145057,7.13461
145058,4.90084
145059,2.89941
145060,1.47716
145061,2.0417
145062,3.68882
145063,3.67469
145064,3.92046
145065,4.29643
145066,3.99856
145067,3.38521
145068,2.5535
145069,2.32516
145070,2.52679
145071,4.80515
145072,2.57679
145073,6.4126
145074,4.7457
145075,3.21155
145076,3.70431
145077,6.87071
145078,4.20081
145079,7.20625
145080,3.51337
145081,7.58827
145082,1.16209
145083,5.96828
145084,5.83879
145085,4.32301
145086,3.4101
145087,4.52789
145088,4.10747
145089,2.99735
145090,5.90205
145091,1.55679
145092,2.67813
145093,3.75422
145094,5.0788
145095,3.35208
145096,5.26585
145098,3.28783
145099,2.42918
145100,2.10653
145101,1.5274
145102,4.11882
146001,3.61466
146002,2.88809
146003,4.86623
146004,8.26327
146005,2.61067
146006,2.39364
146007,2.0984
146008,1.58692
146009,7.32054
146010,5.72575
146011,4.99002
146012,5.52194
146013,2.8354
146014,4.90246
146015,2.21128
146016,4.34426
146017,3.32617
146018,2.74657
146019,6.70893
146020,3.88862
146021,1.83278
146022,3.08577
146023,4.82129
147003,2.04989
147004,2.41022
147005,0.43235
147006,4.96931
147007,4.91677
147008,4.60508
147009,2.28921
147011,4.76571
147012,2.29304
147013,4.51557
147015,4.61747
147016,2.19756
147017,0.65886
147018,6.01549
147019,2.27126
147020,1.4864
147021,5.57005
147022,4.41227
147024,1.37485
147025,0.23605
147026,1.11685
147027,0.20935
147028,0.44755
147030,3.61449
147031,8.9023
147032,1.17945
147033,7.27322
147034,0.72452
147035,10.18168
147037,0.18465
147038,1.64177
147039,4.54618
147042,3.04483
147043,3.77397
149001,8.58708
149002,4.49224
149003,3.94243
149004,2.9869
149005,4.02204
149007,2.32369
149008,3.27926
149009,3.49069
149010,3.73396
149011,12.73821
149013,6.50154
149014,5.63976
149015,2.63207
149016,5.52905
149017,3.09509
149018,10.89719
149019,6.98242
149020,3.4938
149021,1.91902
149022,3.94341
149023,3.29314
149024,2.01548
149025,2.75403
149026,2.40585
149027,5.5449
149028,2.5608
149029,3.03445
149030,5.13976
149031,4.1906
149033,4.54704
149034,2.53988
149035,4.94378
149036,2.82194
149037,1.57528
149038,2.83794
149039,3.08058
149040,5.46181
149041,1.49435
149042,1.33448
149043,1.56827
149044,1.96448
149045,3.57993
149046,3.89824
149047,1.55946
149048,2.0639
149049,2.11099
149050,3.29846
149051,5.5905
149052,5.36579
149053,5.40286
149054,1.67257
149055,5.27016
149056,6.80144
149057,10.47937
149058,7.13473
149059,2.41027
149060,8.35398
149063,3.14799
149064,6.21573
149065,2.71736
149066,2.87093
149067,3.05244
149068,7.44024
149070,2.29828
149071,1.63865
149073,2.32306
149074,3.17498
149075,6.28785
149076,1.65846
150001,5.94548
150002,2.6729
150003,1.80124
150004,1.88889
150005,4.51167
150006,4.64458
150007,3.47996
150009,3.56042
150010,2.72431
150011,1.84175
150012,1.06444
150013,2.81293
150014,1.05488
150015,3.60948
150016,5.23972
150017,1.76081
150018,3.68281
150019,5.55918
150020,4.48141
150021,5.27409
150022,1.87102
150023,2.57686
150024,4.09703
150025,3.57067
150026,7.94655
150027,3.89415
150028,8.59965
150029,1.54777
150030,4.55848
150031,5.96966
150032,2.02863
150033,1.64097
150034,2.9518
150035,6.07457
150037,5.33471
150038,1.97636
150039,1.75072
154002,2.02038
154003,2.9019
154004,4.12388
154005,4.19306
154006,3.42733
154007,2.3254
154008,3.32524
154009,0.7854
154010,0.94236
154011,3.2096
154012,5.43193
154013,1.57632
154014,1.43806
154016,0.90472
154017,1.76297
154019,1.14732
154020,5.69597
154021,1.42194
154022,2.16978
154023,0.80782
154024,3.16599
154025,1.69843
154026,2.03497
154027,2.73876
154028,2.22337
154029,2.9178
154030,2.27518
154031,2.60341
154032,3.55009
154033,2.90175
154034,1.58567
154035,3.25228
154036,1.98926
154037,2.07834
154038,2.53518
154039,2.76149
154040,2.23905
154041,1.96708
154042,2.10066
154043,1.58339
154044,1.05779
154045,1.68195
154046,0.7331
154047,1.16252
154048,3.35943
154049,1.26435
154050,1.94323
154051,0.26611
154052,0.35952
154053,0.33491
154054,1.80306
155001,2.50322
155002,1.98482
155003,1.91712
155004,2.24306
155005,5.28061
155006,2.81185
155007,1.9938
155008,1.62578
155009,2.45193
155010,6.52117
155011,2.43853
155012,4.95522
155013,6.30008
155014,3.35537
155015,4.19325
155016,2.97852
155017,3.01601
155018,3.00268
155019,2.90432
155020,1.85297
155021,2.34749
155022,2.18519
155023,2.47364
155024,2.09045
155025,2.19975
155026,2.14672
155027,2.29348
155028,1.93483
155029,2.11159
155030,2.02172
155031,1.80099
155032,2.42721
155033,3.32502
155034,0.91212
155035,1.90514
155036,2.37927
155037,2.71766
155038,2.74905
155039,4.40729
155040,1.95307
155041,2.16416
155042,2.96422
155043,2.98134
155044,2.50319
156001,1.79958
156002,1.96129
156003,1.62312
156004,1.96508
156005,1.32541
156006,1.30282
156007,1.4646
156008,1.50644
156009,1.71809
156010,2.63847
156011,1.15115
157001,14.72451
157002,2.9638
157003,4.59762
157004,2.19502
157005,1.32667
157006,4.52703
157008,3.66158
157009,4.68803
157010,2.53228
157011,9.34829
157012,2.54706
157013,3.30975
157014,3.25678
157015,6.44936
157016,3.02385
157017,3.09658
157018,2.12407
157019,2.80576
157020,1.20325
157021,1.07465
157022,2.88377
157023,5.24742
157024,1.94165
158001,6.61453
158002,5.13914
158003,5.52824
158004,5.74267
158005,6.10279
158006,6.59883
158007,7.42824
158009,5.19294
158010,5.09748
158011,3.52175
158012,4.27613
158013,3.71522
158014,4.35328
158015,5.99415
158016,3.10582
158017,3.14553
158018,3.71704
158019,5.92001
158020,8.16147
158021,4.83892
158022,2.576
158023,4.29157
158024,4.65471
158025,2.69787
159002,4.45697
159003,3.46541
159004,5.52421
159005,3.66839
159006,3.30136
159007,2.98626
159008,4.85276
159009,3.63572
159010,4.50564
159011,5.18328
159013,2.15046
159014,4.64631
159015,6.03137
159016,3.96888
159017,6.72372
159018,4.53034
159019,3.02948
159020,2.85562
159021,3.86881
160001,2.81394
160002,2.34206
160003,6.12583
160004,6.98359
160005,1.12424
160006,3.68498
160007,3.89844
160008,4.42892
160009,6.08333
160010,3.36729
160011,2.34719
160012,4.57942
160013,3.07323
160014,5.87433
160015,3.4807
160016,1.5967
160017,1.43298
160018,9.27673
160019,6.1131
160020,4.0053
160021,3.75811
160022,1.50913
161001,6.9837
161002,5.40214
161003,5.83962
161004,4.24969
161005,9.30335
161006,1.92843
161007,0.56945
161008,3.25357
161009,4.45269
161010,2.30692
161011,4.17185
161012,2.65223
161013,3.31834
161014,3.52339
161015,5.44959
161016,5.8455
161017,3.59406
161018,3.69606
161019,3.48893
161020,0.93931
161021,0.8982
161022,0.45272
161023,0.44425
161024,0.51413
161025,0.98306
161028,1.94992
161029,0.94001
161030,2.06921
161031,0.92092
161032,2.01767
162001,2.61172
162002,3.93047
162003,5.60206
162004,2.34185
162005,3.50389
162006,6.36616
162007,12.39055
162008,2.35127
162009,1.72346
162010,1.63017
162011,5.64683
162012,6.61785
162013,2.39009
162014,5.25669
162015,3.32548
162016,4.40088
162017,7.27379
162018,2.82104
162019,4.61411
162020,2.16
162021,2.66631
162022,2.50498
162023,4.21101
162024,2.37013
162025,1.59683
162026,4.03246
162029,4.5236
162030,5.91541
162031,3.98043
162032,2.74676
162033,3.10875
162034,8.03093
162035,4.89244
162037,4.20425
162038,4.13232
162039,5.41354
162040,4.77956
162041,4.29367
163001,3.7933
163002,5.10147
163003,4.0921
163004,3.45625
163006,1.19648
163007,2.72863
163008,2.00555
163009,4.98548
163012,1.84518
163013,3.77441
163014,1.41294
163015,4.79083
163016,8.92926
163017,2.38979
163018,2.28852
163019,1.81027
163020,2.40809
163021,1.73454
163022,5.04065
163023,2.45628
163024,2.5507
163025,5.58361
163026,3.33542
163027,2.19583
163028,2.58786
163029,4.64621
163030,4.14131
163031,2.1974
163032,2.68274
163033,5.7829
163035,6.05575
163036,2.17085
163037,2.53725
163038,1.54733
163040,1.24837
163041,4.19474
163042,1.91049
163043,2.1221
163044,1.93368
163045,1.92262
163047,4.26513
163048,1.46961
163049,2.29481
163050,2.25687
163051,13.81702
163052,2.91411
163053,3.33967
163054,4.26743
163055,3.66603
163056,3.00396
163057,4.74173
163058,4.16933
163059,4.48233
163060,4.00057
163061,3.33475
163062,11.3202
163063,2.01563
163064,3.86206
163065,2.90713
163066,2.30825
163067,1.87322
163068,2.12345
163069,1.71843
163070,4.26109
163071,2.24615
163072,5.30532
163073,3.97829
163074,3.08608
163075,3.47869
163076,5.20607
163077,4.07116
163078,3.91495
163079,2.64202
163080,3.47163
163081,2.11137
163082,6.75079
163083,4.1202
163084,2.80736
163085,5.94718
163086,2.26294
163087,2.07001
163088,4.2273
163089,2.53685
163090,1.8949
163091,9.34003
163092,5.55192
163093,3.52976
163094,5.46825
163095,3.69615
163096,3.23198
163097,3.45671
163098,2.09528
163099,2.04386
163100,2.21331
163101,2.54619
163102,3.41985
163103,2.81066
163104,2.11425
163105,2.61571
163106,2.65641
163107,1.93738
163108,1.7093
163109,1.79874
163110,1.68079
163111,1.91193
163112,1.58055
163113,1.28028
164001,2.92222
164002,6.65247
164003,3.57401
164004,2.33437
164005,3.57564
164006,4.30304
164007,2.13507
164008,1.829
164009,4.70885
164010,4.28809
164011,3.19739
164012,4.65255
164013,2.66545
164014,5.70124
164015,1.8914
172001,0.38971
172002,2.52135
172003,1.11751
172004,1.59066
172005,3.56167
172007,2.53515
172008,3.26461
172009,2.22278
172010,2.93705
172011,2.47393
172012,2.38714
172013,2.2574
172014,0.82605
172015,4.76248
172016,2.57797
172017,3.84355
172018,3.39814
172019,2.11577
172021,2.22354
172022,1.58795
172023,3.34892
172024,2.52704
172025,3.48055
172026,2.90333
172028,2.46001
172029,4.04871
172030,1.28833
172031,2.72738
172032,1.21721
172033,7.12021
172034,4.03797
172035,2.43679
172036,1.35962
172037,1.984
172038,1.97243
172039,2.23342
172040,2.72753
172041,3.44265
172042,3.51533
172043,1.76119
172044,2.26746
172045,3.33057
172046,1.48799
172047,1.3264
172048,1.9885
172049,3.42891
172050,1.67516
172051,1.48021
172052,2.35113
172053,1.05975
172054,1.48788
172056,0.57117
172057,0.85104
172059,1.14851
172060,1.62303
172061,3.31394
172062,1.12656
172063,1.11583
172064,1.84779
258001,3.61383
258003,1.5326
258005,4.37986
258006,3.99583
258007,2.49164
258008,1.72158
258009,1.59886
258010,1.92858
258011,2.24372
258012,3.35813
258014,2.90657
258015,1.47296
258018,2.67288
563001,6.84769
563002,2.89987
563003,7.53397
563004,1.5089
563005,10.90297
563006,3.60791
563007,10.61203
563010,7.56086
563011,10.77923
563012,6.64869
563014,2.57977
563015,3.64749
563018,1.36689
563019,2.11909
563020,3.03816
563021,1.2805
563022,5.65624
563023,0.55799
563024,0.57355
563025,3.976
563026,2.01227
563027,1.60412
564001,1.09947
564002,9.44388
564003,4.99161
564007,3.34151
564009,6.3663
564010,2.21043
564011,2.44979
564012,3.44615
564013,2.86031
564014,2.05331
564015,7.82895
564016,4.00195
564017,2.01074
564018,5.34702
564019,1.61313
564020,2.79893
564021,2.81824
564023,3.45588
564026,3.1042
564027,0.84929
564028,4.88459
564032,1.91689
564033,2.66047
564037,5.90968
564038,1.39512
564041,3.49345
564042,2.13961
564043,0.89639
564044,0.58905
564050,1.17021
564052,4.10605
565004,4.33474
565008,12.35152
565009,4.69352
565012,5.1373
565018,1.52707
566002,5.17242
566003,8.08942
566004,3.97834
566007,2.07192
566009,6.75766
566010,7.55616
566011,3.24018
566012,4.09766
566017,1.34482
566018,6.88502
566019,4.00171
566020,6.20294
566021,2.32025
566022,5.42802
566023,3.73161
567001,1.78602
567002,2.7108
567003,2.10948
567004,5.94996
567006,5.73045
567007,3.7189
567008,2.80828
567009,2.73528
567010,5.69401
567011,5.96004
567012,4.40842
567013,3.10952
567014,2.42152
567016,0.42901
567017,5.57781
567018,1.41119
567019,0.67039
567020,5.22998
567021,1.97922
567022,3.19435
567023,1.09861
567025,1.39563
567026,2.5203
567027,4.91549
567028,0.90544
567029,4.22999
567030,1.50284
568001,2.68439
568002,2.32035
568003,2.01019
568004,0.43904
568006,2.39675
568009,3.09578
568010,0.36918
568013,0.81638
568014,1.86851
568016,0.39554
568017,0.75305
568018,1.93511
568019,2.68679
568020,1.29281
568021,0.44027
568022,3.10892
568023,1.39124
568025,1.70631
568026,1.82462
568027,3.93478
568028,2.15652
568029,3.77451
568030,2.29073
568031,4.10564
568032,2.47143
568034,0.8592
568035,2.76249
568036,0.72464
568038,1.71271
568039,2.05892
568041,2.17006
568042,2.96924
568044,2.70148
569003,2.71514
569004,1.78477
569005,3.15938
569006,4.24593
569008,3.53156
569009,1.50306
569014,1.0889
569015,3.27743
569016,8.28526
569017,1.14444
569018,4.6568
569019,8.28764
569020,1.1971
569021,2.05327
569022,3.015
569023,0.65314
569024,2.02942
569025,5.01728
569026,3.61536
569027,4.16084
569028,3.09184
569029,4.82437
569030,4.13709
569031,1.40232
569032,1.80807
569035,1.84981
569036,4.21683
569037,3.55816
569038,2.01716
569039,2.91059
569040,4.91222
569041,1.72663
569042,0.84747
569046,3.90369
569048,2.69526
569049,4.37722
569051,3.22533
569052,1.92363
570001,2.2669
570002,1.54313
570003,0.27901
570005,4.73746
570006,0.10595
570007,6.06613
570008,0.34459
570009,3.29836
570010,5.41596
570011,5.5038
570012,2.92942
570016,2.03511
570017,1.48767
570018,2.37886
570019,4.08204
570020,4.50769
570022,2.37609
570023,1.74425
570024,2.48042
570025,4.51899
570026,2.90945
570027,3.11285
570028,5.26546
570029,3.87068
570031,1.90201
570032,0.41385
570033,0.80322
570034,3.262
570035,1.09654
570036,0.6933
570037,3.41266
570038,6.29137
570039,3.75984
570040,3.53115
570041,3.16362
570042,1.69653
570043,4.71975
570044,2.63759
570045,1.11196
570046,1.11881
571001,3.60584
571002,5.39058
571003,3.47527
571005,6.85863
571006,6.44886
571007,4.76594
571008,0.9634
571009,5.18754
571010,2.60934
571011,1.8125
571012,5.05719
571019,1.78067
571020,4.31716
571023,2.32034
571024,5.00263
571025,2.80889
571026,1.7982
571027,3.30304
571028,2.25869
571030,1.47387
571032,4.46505
571033,4.83182
571034,5.67314
571035,7.04163
571036,1.32546
571038,0.8823
571039,1.38907
571040,3.17949
571041,7.61392
571042,3.50452
571043,4.13454
571044,0.80911
571046,3.26498
571047,2.63256
571048,1.31573
571049,0.81718
571051,3.66916
571052,2.92422
571053,10.18562
571054,4.03544
572001,1.17207
572002,2.41572
572003,2.49218
572004,0.98431
572005,1.59046
572006,2.45347
572007,0.88905
572008,1.83692
572012,2.57381
572013,2.07227
572014,2.86159
572015,1.37719
572016,1.35751
572018,1.08106
572019,0.76776
572020,0.84341
572021,1.00011
572022,1.12468
572023,1.40871
572024,1.82713
572025,2.005
572026,0.6749
572027,2.28134
572028,2.49222
573002,0.91343
573003,2.78224
573004,4.7796
573005,2.47395
573006,0.48006
573007,4.35395
573009,2.37042
573010,2.00664
573011,2.82702
573012,2.8589
573013,3.12679
573014,4.22024
573015,5.82723
573016,2.70037
573017,1.81725
574001,1.28805
574002,1.08196
574003,1.84977
574004,1.14052
574005,2.71521
574006,3.64188
574007,3.03524
574008,5.11285
574009,1.44726
574010,1.69541
574011,0.69126
574012,5.35085
574013,4.15135
574014,9.61606
574015,4.54044
574016,4.55761
574017,2.82283
574019,1.05187
574020,6.14936
574021,6.85472
574025,5.57819
574026,1.31296
575003,4.52801
575004,7.27522
575005,4.12697
575006,2.30903
575007,6.82241
575008,0.96671
575009,12.70766
575010,14.61839
575011,2.23075
575012,4.27806
575013,3.11663
575014,2.28944
575015,7.38893
575016,5.85518
575017,2.18261
575018,2.22067
575020,4.25532
575021,3.21657
575022,2.80555
575024,3.14487
575025,3.51547
575026,9.41228
575027,4.12617
575028,0.99319
575029,2.78816
576001,3.93903
576002,1.36242
576003,1.04685
576004,3.55456
576005,2.2422
576006,0.98218
576007,2.78692
576008,1.44973
576009,0.26427
576010,2.74232
576011,0.74873
576012,1.58405
576013,2.28079
576014,0.80019
576015,1.5309
576018,1.06377
576019,5.33646
576020,4.34795
576022,5.28892
576023,2.80508
576024,2.63022
576025,2.58127
576026,2.77099
576027,0.49928
576028,2.70014
576029,1.02704
576030,1.40562
576031,3.52503
576032,1.80803
576033,1.87582
576035,1.78979
577001,2.26813
577002,1.07557
577003,4.61574
577005,3.83514
577006,3.96712
577007,5.59673
577008,2.75882
577009,6.11748
577010,5.07182
577011,1.13579
577012,6.31877
577013,5.13771
577014,2.39784
577015,3.35147
577016,0.1337
577017,3.82574
577018,0.5241
577020,0.75663
577021,5.33217
577022,3.71078
577023,0.4016
577025,1.6776
577026,3.10388
577027,1.92522
577028,2.87149
577029,1.0026
577030,4.61985
577031,2.86578
577032,5.19513
578001,6.98093
578002,5.42363
578003,2.88565
578004,0.92467
578005,3.74841
578006,3.46381
578007,0.26874
578008,5.37271
578009,5.78922
578010,7.65576
578011,4.85687
578012,2.25839
578014,7.07178
578015,7.13884
578018,2.51416
578019,5.08574
578020,1.30033
578021,2.08124
578023,2.34221
578024,1.34214
578025,3.52984
578026,5.38932
578027,1.70445
578028,1.46094
578029,2.3055
578030,2.18712
578031,4.10318
578032,3.69211
578033,9.31716
578034,1.31973
578036,5.97399
578037,7.53836
578038,4.44785
578039,3.87073
578040,4.9438
578041,2.00969
578042,1.53535
578043,3.44116
578045,5.89834
578046,2.86755
578049,2.37132
579002,1.40258
579003,2.52969
579005,0.90405
579006,2.4167
579007,5.28175
579008,0.41374
579009,0.95483
579010,3.90372
579011,5.45976
579012,2.29206
579013,9.02002
579014,1.77992
579015,2.48286
579016,4.72628
579018,2.28125
579019,4.67771
579020,2.81026
579022,2.76539
579023,3.29641
579025,0.22704
579026,2.92143
579027,1.71337
579028,0.74987
579029,3.85361
579030,2.90667
579031,3.11116
579032,4.06473
579033,2.76059
579034,4.6947
579035,2.99319
579036,5.48409
579037,4.31508
579039,2.3938
579040,1.77839
579041,5.76074
579042,0.34969
579043,0.14955
579044,3.85288
579045,0.29072
579046,2.6174
579047,3.83901
579049,1.6015
579050,5.48528
579051,3.90625
579052,2.3665
579053,1.82444
579054,5.08997
579055,1.64147
580001,2.55957
580003,6.46248
580004,3.97176
580005,5.114
580006,2.43547
580007,2.72821
580008,4.59953
580009,7.71379
580011,16.88563
580012,2.25011
580013,3.33072
580014,0.51183
580015,1.89166
580016,4.07854
580017,2.41526
580019,4.8882
580021,0.80203
580022,1.17986
580023,2.76084
580024,3.5931
580025,1.11104
580026,1.48474
580027,2.57468
580028,5.90449
580029,5.02064
580030,3.4007
580031,0.91356
580032,2.63906
580033,1.11767
580034,5.01348
580035,3.19241
580036,0.51478
580037,4.36217
580038,0.36704
580039,2.07014
580040,0.2581
580041,6.76245
580042,8.73344
580043,3.84908
580044,2.00341
581001,2.9191
581002,4.92539
581003,1.45503
581004,2.89499
581005,3.53372
581006,0.28982
581007,3.16777
581008,5.94142
581009,2.91561
581010,1.95032
581012,2.95801
581013,3.1077
581014,6.40885
581015,2.35377
581016,1.63731
581017,2.15526
581018,5.41761
581019,2.97652
581020,0.0581
581021,1.27923
581022,3.04663
581023,2.17525
581024,0.57825
581025,0.26821
581026,1.04744
581027,2.56208
581028,2.35509
581029,3.67289
581030,3.15087
581031,6.61459
581032,4.16598
581033,5.06269
581034,3.44098
581035,2.90338
581036,0.74108
581037,1.59673
581038,3.60197
581039,1.85275
581040,3.84352
581041,3.99614
581042,0.32113
581043,2.95754
581044,2.05003
581045,5.48563
581046,5.39342
581047,4.45725
581048,4.71462
581049,4.11175
581050,4.48555
581051,1.09498
581052,5.24
581053,3.61042
581054,3.74835
581055,1.55176
581056,3.23017
581057,2.32836
581058,0.55567
581059,3.50077
581060,3.75263
581061,3.25452
581062,1.81985
581063,2.19124
581064,3.09758
581065,1.57462
581066,2.62344
581067,3.35751
582001,2.63175
582002,4.80735
582003,2.85113
582004,2.80126
582005,4.60829
582006,4.58194
582007,0.15287
582008,3.58749
582009,5.28671
582010,3.15103
582011,2.85036
582012,3.57666
582013,3.49809
582014,5.02981
582015,2.78985
582016,2.56564
582017,8.01758
582018,3.53704
582019,1.81187
582020,3.54485
582021,3.0253
582022,3.98393
582023,3.00973
582024,3.71589
582025,6.16264
582026,5.24861
582027,3.83313
582028,4.13229
582029,3.89448
582031,0.28154
582032,2.4056
582033,5.92049
582034,3.71813
582035,2.87564
582036,3.92899
582037,0.59606
582038,3.59248
582039,4.95063
582040,9.95191
582042,2.9805
582043,2.477
582044,3.41042
582045,2.53537
582046,4.56987
582047,1.90009
582050,5.11855
582051,3.59327
582052,2.50134
582055,5.25278
582057,2.02572
582058,6.17192
582059,3.49687
582060,9.52725
582061,10.90419
582062,6.38668
582063,1.29871
582064,4.10425
582065,4.27139
582066,3.06689
582067,1.55764
582069,3.48132
582070,3.23108
582071,3.69732
582072,2.86119
582073,5.36432
582074,6.85131
582075,3.52908
583001,2.5505
583002,5.83654
583003,0.41005
583004,0.93366
583005,0.31174
583006,3.31194
583008,1.14574
583009,2.43388
583010,0.34391
583011,3.43674
583012,4.30468
583013,0.75486
583014,2.5227
583015,0.2625
583016,1.95323
583017,4.41897
583018,2.77028
583019,3.7998
583020,0.96004
583022,0.42467
583023,3.16421
583024,0.8846
583025,4.23061
583026,0.90481
583027,6.16415
583028,2.28559
583029,0.50041
583030,1.52647
583031,3.98458
583032,7.56102
583033,0.45997
583034,2.84955
583035,3.52931
583036,1.71875
583037,3.90211
583038,0.69993
583039,6.242
583040,6.25592
583041,2.96958
583042,1.93058
583043,6.9728
583044,1.60999
583046,2.09569
583047,6.96531
583048,2.93173
583049,4.33417
