meadowID,area_ha
142034,4.30302
142035,3.97047
142036,5.23485
142037,3.24908
142038,6.28772
142039,4.20257
142040,3.34313
142041,3.7599
142042,2.96781
142043,1.96691
142044,5.00549
142045,4.69595
142046,2.39597
142047,4.21737
142048,2.38398
142049,4.26707
142050,3.34689
142051,3.1545
143001,3.21977
143002,3.20749
143003,4.98478
143004,4.17856
143005,3.73537
143006,1.91696
143007,4.54628
143008,4.94297
143009,2.9826
143010,2.18069
143011,6.34052
143012,3.26572
143013,4.86682
143014,6.68439
143015,2.61921
143017,3.05884
143018,4.34185
143019,5.94921
143020,7.55013
143021,2.79267
143022,2.85416
143024,2.61067
143025,4.47621
143026,4.50552
143027,3.66467
143028,3.64929
143029,4.26551
143030,2.30685
143031,3.82678
143032,3.85507
143033,3.4049
143034,1.15863
143035,5.27283
143036,6.93299
143037,2.89069
143038,3.19041
143039,5.94322
143041,20.96702
143045,0.9798
144001,2.53737
144002,2.99226
144003,3.48512
144004,7.66644
144005,2.75666
144006,4.97986
