polygon_id,meadow_id,s2rep,ndvi,ndwi,savi,evi,msi,ndmi,mndwi,observer_estimated_class,soil_moisture,soil_resistance,vegetation_height,plant_richness_mean
133035_01,133035,724.9188232421875,0.9328562021255493,-0.8340861201286316,0.7516574263572693,0.8983266949653625,0.34808456897735596,0.49805009365081787,-0.5719435811042786,low,20.17777778,40.93333333,13.24666667,4.333333333333333
133035_02,133035,724.707763671875,0.9280363321304321,-0.8276609182357788,0.7554790377616882,0.9096584320068359,0.35847923159599304,0.4803910255432129,-0.5838304758071899,low,24.33333333,51,13.16666667,3.6666666666666665
70021_01,70021,719.7396240234375,0.71624356508255,-0.6839005351066589,0.4921914041042328,0.5575946569442749,0.6710533499717712,0.18417060375213623,-0.5621803402900696,high,50.73333333,11.23333333,18.34,3.3333333333333335
70021_02,70021,719.47198486328125,0.6497310996055603,-0.636232316493988,0.45512494444847107,0.49901682138442993,0.6899324655532837,0.15755215287208557,-0.5461859703063965,high,53.6,11.1,16.75333333,3.3333333333333335
70042_01,70042,719.37396240234375,0.723814070224762,-0.68668532371521,0.5160406827926636,0.5902044177055359,0.6362616419792175,0.21911929547786713,-0.5600526928901672,high,61.25555556,9.466666667,11.16,3.6666666666666665
70042_02,70042,719.189208984375,0.7469015121459961,-0.7015619277954102,0.5403140187263489,0.6200711131095886,0.6372619271278381,0.26541364192962646,-0.5493642687797546,high,62.55555556,6.333333333,11.6,6
70006_01,70006,720.114013671875,0.7370460629463196,-0.6954174041748047,0.5351923108100891,0.600336492061615,0.6263934969902039,0.2708708345890045,-0.5288362503051758,moderate,42.6,10.33333333,17.38,2.3333333333333335
70006_02,70006,720.51055908203125,0.7803829312324524,-0.7126621603965759,0.573453426361084,0.6690710783004761,0.5405593514442444,0.3115227520465851,-0.5335028171539307,moderate,46.52222222,12.46666667,17.86,2.3333333333333335
70005_01,70005,720.98333740234375,0.8275772333145142,-0.7367371916770935,0.6108219027519226,0.707019031047821,0.5423904061317444,0.34915491938591003,-0.5362051129341125,high,50.2,10,18.22666667,6
70005_02,70005,719.82293701171875,0.7469629645347595,-0.6933633089065552,0.536415696144104,0.6046021580696106,0.7304702401161194,0.25667306780815125,-0.5471140742301941,moderate,48.04444444,11.83333333,17.35333333,2.3333333333333335
142027_01,142027,722.8201904296875,0.8752368092536926,-0.778717577457428,0.7004402279853821,0.8373516201972961,0.44768282771110535,0.40270155668258667,-0.5485750436782837,moderate,27.56666667,40.04,13.828,3.6
142027_02,142027,720.9754638671875,0.8735448122024536,-0.7550562620162964,0.6857530474662781,0.8165127635002136,0.4763892889022827,0.39178991317749023,-0.5127379298210144,high,39.15555556,15.06666667,16.68,7
5030_01,5030,716.51116943359375,0.6261655688285828,-0.6020587682723999,0.48619911074638367,0.55292510986328125,0.7626810073852539,0.12822014093399048,-0.5124670267105103,high,40.92666667,13.32,3.108,1.8
5029_01,5029,716.20135498046875,0.6118866205215454,-0.5798700451850891,0.42286598682403564,0.46504661440849304,0.8131957650184631,0.09220318496227264,-0.5171315670013428,high,41.6,14.42,3.372,4.4
69045_02,69045,719.7275390625,0.7730568051338196,-0.7157727479934692,0.537205159664154,0.5961399674415588,0.5558412671089172,0.2783704400062561,-0.5393150448799133,high,31.25555556,11.1,10.58,7.333333333333333
