best_target,best_predictors,compared_targets,compared_predictors,target,selection_stage,predictors,n_predictors,training_unit,validation_group,n_training_rows,n_training_polygons,selected_mtry,ntree,ntree_selection,cv_folds,cv_repeats,repeated_cv_predictions,overall_accuracy,kappa
gpi_class_knn_all_field,"s2rep, msi","gpi_class_knn_all_field, gpi_class_rbc_soil_richness","s2rep, ndvi, ndwi, savi, evi, msi, ndmi, mndwi",gpi_class_knn_all_field,2,"s2rep, msi",2,pixel,polygon_id,868,83,1,1000,1000,5,20,17360,0.839516129032258,0.7475817618656241
